30/05/2020;USA;science & technology;space;The first crewed flight of the Dragon 2 (initially scheduled for May 27 but delayed due to weather) is launched from Cape Canaveral, Florida, the first manned spacecraft to take off from U.S. soil since the retirement of the Space Shuttle in 2011;"#SpaceX
#DragonX
#Endeavour";;;;;;;;;;;;;;;;;;;;;;
31/05/2020;Global;health;COVID;The number of confirmed cases of COVID-19 passes 6 million worldwide;;;;;;;;;;;;;;;;;;;;;;;
01/06/2020;Democratic Republic of the Congo;health;Ebola;Kivu Ebola epidemic: The World Health Organization reports six new cases of Ebola, and UNICEF reports five deaths, in a renewed outbreak of the disease in Mbandaka, Équateur Province, Democratic Republic of the Congo.;;;;;;;;;;;;;;;;;;;;;;;
01/06/2020;USA;politics & economy;Antifa movement;U.S. President Donald Trump labels Antifa a terrorist organisation;#antifa ;;;;;;;;;;;;;;;;;;;;;;
02/06/2020;USA;social issues;Digital rights;A US$5 billion class action lawsuit is filed against Alphabet Inc. and Google, alleging the company violates users' right to privacy by tracking them in Chrome's incognito mode;"#privacy
#alphabet";;;;;;;;;;;;;;;;;;;;;;
03/06/2020;India;environment;natural disaster ;Severe Cyclonic Storm Nisarga makes landfall south of Mumbai as a Category 1 hurricane. This is the first time a tropical cyclone has targeted the megacity since 1891. About 100,000 people have been evacuated from low-lying areas in the western Indian states of Maharashtra and Gujarat, an area already hard-hit by the COVID-19 pandemic.;"#nisarga
#nisargacyclon";;;;;;;;;;;;;;;;;;;;;;
03/06/2020;Russia;environment;environmental disaster;Russian President Vladimir Putin declares a state of emergency after 20,000 tons of oil leaked into the Ambarnaya River near the Siberian city of Norilsk within the Arctic Circle on May 26, 2020. The World Wildlife Fund said the accident is believed to be the second-largest in modern Russian history.;"#ArcticOilSpill
#Ambarnaya
#NorilskNickel ";;;;;;;;;;;;;;;;;;;;;;
03/06/2020;UK ;politics & economy;Hong Kong Protests;Prime Minister Boris Johnson says the United Kingdom will change immigration laws to offer a pathway to UK citizenship for all Hong Kong citizens who are eligible for BN(O) status if the government of China imposes new security laws on the territory.;;;;;;;;;;;;;;;;;;;;;;;
03/06/2020;USA;science & technology;space;SpaceX successfully launches and deploys 60 Starlink satellites into a low Earth orbit from Cape Canaveral Air Force Station. This brings the total number of Starlink satellites in orbit to 482.;"#spacex
#capecanaveral";;;;;;;;;;;;;;;;;;;;;;
04/06/2020;Libya;violence & war;Libyan Civil War;Libya's Government of National Accord (GNA) says they are in full control of the capital, Tripoli, after forces of the Libyan National Army (LNA), loyal to Field Marshal Khalifa Haftar, retreat from the territory following months of intense fighting in the city.;"#haftar
#khalifahaftar
#lna";;;;;;;;;;;;;;;;;;;;;;
05/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
06/06/2020;Global;social issues;Anti racism;Anti-racism rallies and protests against police brutality occur in cities around the world;;;;;;;;;;;;;;;;;;;;;;;
07/06/2020;Global;health;COVID;COVID-19 pandemic: The global death toll from COVID-19 exceeds 400,000;;;;;;;;;;;;;;;;;;;;;;;
08/06/2020;Global;health;COVID;COVID-19 pandemic: The number of confirmed cases of COVID-19 passes 7 million worldwide;;;;;;;;;;;;;;;;;;;;;;;
09/06/2020;Global;health;COVID;COVID-19 pandemic: A Harvard University study suggests that COVID-19 may have been spreading in China as early as August 2019, based on hospital car park usage and web search trends;;;;;;;;;;;;;;;;;;;;;;;
10/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
11/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
12/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
13/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
14/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
15/06/2020;India;violence & war;Sino-Indian border conflict;At least 20 Indian soldiers and over 40 Chinese forces are killed or injured in skirmishes in the disputed Galwan Valley, the largest escalation along the Sino-Indian border in five decades.;"#GalwanValley
#Ladakh
#LAC
#LOC
#AksaiChina";;;;;;;;;;;;;;;;;;;;;;
15/06/2020;Turkey;violence & war;Kurdistan;Turkish and Iranian forces commence air and artillery strikes against Kurdistan Workers' Party forces in Iraqi Kurdistan. Turkey launches a land operation in the region on June 17.;;;;;;;;;;;;;;;;;;;;;;;
16/06/2020;Global;health;COVID;COVID-19 pandemic: The number of confirmed cases of COVID-19 passes 8 million worldwide.;;;;;;;;;;;;;;;;;;;;;;;
16/06/2020;North Korea;politics & economy;North Korea international Affairs;North Korea demolishes the Inter-Korean Liaison Office with South Korea in Kaesong, established in 2018 to improve relations.;"Inter-Korean Liaison Office
#NorthKorea
#KimJongUn";;;;;;;;;;;;;;;;;;;;;;
17/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
18/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
19/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
20/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
21/06/2020;Global;environment;Space;An annular solar eclipse occurs;"#skylivetv
#solareclipse
#EclipseTotalDeSol";;;;;;;;;;;;;;;;;;;;;;
22/06/2020;Global;health;COVID;COVID-19 pandemic: The number of confirmed cases of COVID-19 passes 9 million worldwide;;;;;;;;;;;;;;;;;;;;;;;
23/06/2020;Mexico;environment;natural disaster;A 7.5-magnitude earthquake strikes the coast of Oaxaca, Mexico and kills at least four people. It is felt more than 400 miles (640 km) away in Mexico City;"#earthquake
#Terremoto
#Temblor
#Sismo
#Oaxaca";;;;;;;;;;;;;;;;;;;;;;
24/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
25/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
26/06/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;
27/06/2020;Ireland;politics & economy;Irish elections;Micheál Martin succeeds Leo Varadkar as Taoiseach of Ireland in a three-party coalition government;"#taoiseach
micheál martin
fine gael
#leovaradkar
irish government";;;;;;;;;;;;;;;;;;;;;;
28/06/2020;Global;health;COVID;The number of confirmed cases of COVID-19 passes 10 million worldwide.[211] The U.S. continues to report the highest number of any country as it reaches 2.5 million, a quarter of all cases globally.;;;;;;;;;;;;;;;;;;;;;;;
28/06/2020;Global;health;COVID;The global death toll from COVID-19 exceeds 500,000;;;;;;;;;;;;;;;;;;;;;;;
29/06/2020;Bangladesh;social issues;Accident in Bangladesh;At least 34 people die when their ferry collides with another vessel and sinks in the Buriganga River in Bangladesh's capital Dhaka;;;;;;;;;;;;;;;;;;;;;;;
30/06/2020;China;social issues;Hong Kong protests; China passes the controversial Hong Kong national security law, allowing China to crack down on opposition to Beijing at home or abroad.;;;;;;;;;;;;;;;;;;;;;;;
Date;Country;TOPIC;Event / subtopic;What happened?;Hashtags;;;;;;;;;;;;;;;;;;;;;;
